"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","advice_direction","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","forced_advice_display","html-button-response","777","1021566","0.0-236.0-4.0-0.0","899","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","778","1022368","0.0-236.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","779","1022933","0.0-236.0-6.0","562.3000000119209","Confidence judgment (second response)","","","-1","-1","","","","left","77.25","77.25","50","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","780","1022934","0.0-237.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","4","94","300","252","48","left","77.25","true","3707.3999999910593","2","no","left","left","77.25","true","true","562.3000000119209","","","","","","","",""
"","attncheck","html-button-response","781","1024766","0.0-238.0","1830","attncheck","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Stop","","","","",""
"","fixation","html-keyboard-response","782","1026038","0.0-239.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","783","1026544","0.0-239.0-1.0","null","[Dot display: left=253, right=300, diff=47]","null","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","784","1027699","0.0-239.0-2.0","1152.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","right","74.5","50","74.5","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","785","1029866","0.0-239.0-3.0-0.0","2166","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","786","1030667","0.0-239.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","787","1032583","0.0-239.0-6.0","1914","Confidence judgment (second response)","","","-1","-1","","","","right","74.5","50","74.5","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","788","1032585","0.0-240.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","5","95","253","300","47","right","74.5","true","1152.9000000059605","1","no","left","right","74.5","false","true","1914","","","","","","","",""
"","fixation","html-keyboard-response","789","1033903","0.0-241.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","790","1034407","0.0-241.0-1.0","null","[Dot display: left=253, right=300, diff=47]","null","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","791","1035401","0.0-241.0-2.0","991.2000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","73.5","73.5","50","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","792","1036517","0.0-241.0-4.0-0.0","1114","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","793","1037320","0.0-241.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","794","1038199","0.0-241.0-6.0","877.1000000089407","Confidence judgment (second response)","","","-1","-1","","","","left","73.5","73.5","50","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","795","1038200","0.0-242.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","6","96","253","300","47","left","73.5","false","991.2000000029802","2","no","left","left","73.5","false","false","877.1000000089407","","","","","","","",""
"","fixation","html-keyboard-response","796","1039550","0.0-243.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","797","1040055","0.0-243.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","798","1041268","0.0-243.0-2.0","1211.300000011921","Confidence judgement (first response)","","","-1","-1","","","","right","62","50","62","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","799","1042401","0.0-243.0-5.0-0.0","1131","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","800","1043203","0.0-243.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","801","1044217","0.0-243.0-6.0","1011.6000000089407","Confidence judgment (second response)","","","-1","-1","","","","right","62","50","62","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","802","1044218","0.0-244.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","7","97","300","252","48","right","62","false","1211.300000011921","3","no","left","right","62","true","false","1011.6000000089407","","","","","","","",""
"","fixation","html-keyboard-response","803","1045633","0.0-245.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","804","1046137","0.0-245.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","805","1047484","0.0-245.0-2.0","1345.6000000089407","Confidence judgement (first response)","","","-1","-1","","","","left","96.25","96.25","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","806","1048234","0.0-245.0-4.0-0.0","748","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","807","1049037","0.0-245.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","808","1049535","0.0-245.0-6.0","495.20000000298023","Confidence judgment (second response)","","","-1","-1","","","","left","96.25","96.25","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","809","1049537","0.0-246.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","8","98","300","252","48","left","96.25","true","1345.6000000089407","2","no","left","left","96.25","true","true","495.20000000298023","","","","","","","",""
"","fixation","html-keyboard-response","810","1050969","0.0-247.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","811","1051475","0.0-247.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","812","1053636","0.0-247.0-2.0","2157.7000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","86.75","86.75","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","813","1054384","0.0-247.0-5.0-0.0","746","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","814","1055187","0.0-247.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","815","1056652","0.0-247.0-6.0","1462.5","Confidence judgment (second response)","","","-1","-1","","","","left","86.75","86.75","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","816","1056653","0.0-248.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","9","99","300","252","48","left","86.75","true","2157.7000000029802","3","no","left","left","86.75","true","true","1462.5","","","","","","","",""
"","fixation","html-keyboard-response","817","1058000","0.0-249.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","818","1058504","0.0-249.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","819","1059818","0.0-249.0-2.0","1311.7000000029802","Confidence judgement (first response)","","","-1","-1","","","","right","74.5","50","74.5","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","820","1060618","0.0-249.0-4.0-0.0","799","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","821","1061421","0.0-249.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","822","1062635","0.0-249.0-6.0","1212.2000000029802","Confidence judgment (second response)","","","-1","-1","","","","right","74.5","50","74.5","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","823","1062637","0.0-250.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","10","100","300","252","48","right","74.5","false","1311.7000000029802","2","no","left","right","74.5","true","false","1212.2000000029802","","","","","","","",""
"","fixation","html-keyboard-response","824","1063887","0.0-251.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","825","1064394","0.0-251.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","826","1066301","0.0-251.0-2.0","1905.7000000029802","Confidence judgement (first response)","","","-1","-1","","","","right","97.75","50","97.75","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","827","1067352","0.0-251.0-3.0-0.0","1049","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","828","1068155","0.0-251.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","829","1069267","0.0-251.0-6.0","1110.7999999970198","Confidence judgment (second response)","","","-1","-1","","","","right","97.75","50","97.75","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","830","1069268","0.0-252.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","11","101","251","300","49","right","97.75","true","1905.7000000029802","1","no","left","right","97.75","false","true","1110.7999999970198","","","","","","","",""
"","attncheck","html-button-response","831","1071201","0.0-253.0","1932","attncheck","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Stop","","","","",""
"","fixation","html-keyboard-response","832","1072525","0.0-254.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","833","1073030","0.0-254.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","834","1074936","0.0-254.0-2.0","1902.5999999940395","Confidence judgement (first response)","","","-1","-1","","","","left","92.75","92.75","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","835","1075918","0.0-254.0-4.0-0.0","981","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","836","1076722","0.0-254.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","837","1077321","0.0-254.0-6.0","595.0999999940395","Confidence judgment (second response)","","","-1","-1","","","","left","92.75","92.75","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","838","1077323","0.0-255.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","12","102","300","252","48","left","92.75","true","1902.5999999940395","2","no","left","left","92.75","true","true","595.0999999940395","","","","","","","",""
"","fixation","html-keyboard-response","839","1078810","0.0-256.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","840","1079314","0.0-256.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","841","1080719","0.0-256.0-2.0","1402.8999999910593","Confidence judgement (first response)","","","-1","-1","","","","left","67","67","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","842","1081686","0.0-256.0-3.0-0.0","966","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","843","1082489","0.0-256.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","844","1083052","0.0-256.0-6.0","561.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","67","67","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","845","1083053","0.0-257.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","13","103","300","252","48","left","67","true","1402.8999999910593","1","yes","left","left","67","true","true","561.2999999970198","","","","","","","",""
"","fixation","html-keyboard-response","846","1084278","0.0-258.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","847","1084784","0.0-258.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","848","1086320","0.0-258.0-2.0","1533.5","Confidence judgement (first response)","","","-1","-1","","","","right","90.75","50","90.75","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","849","1087086","0.0-258.0-5.0-0.0","764","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","850","1087888","0.0-258.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","851","1089137","0.0-258.0-6.0","1246.7000000029802","Confidence judgment (second response)","","","-1","-1","","","","right","90.75","50","90.75","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","852","1089139","0.0-259.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","14","104","252","300","48","right","90.75","true","1533.5","3","yes","left","right","90.75","false","true","1246.7000000029802","","","","","","","",""
"","block_message","html-button-response","853","1096619","0.0-260.0","7478","block message","0","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","854","1098107","0.0-261.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","855","1098610","0.0-261.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","856","1099888","0.0-261.0-2.0","1275.5","Confidence judgement (first response)","","","-1","-1","","","","left","96.75","96.75","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","857","1100503","0.0-261.0-5.0-0.0","613","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","858","1101306","0.0-261.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","859","1102253","0.0-261.0-6.0","944.2000000029802","Confidence judgment (second response)","","","-1","-1","","","","left","96.75","96.75","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","860","1102255","0.0-262.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","0","105","300","252","48","left","96.75","true","1275.5","3","yes","left","left","96.75","true","true","944.2000000029802","","","","","","","",""
"","fixation","html-keyboard-response","861","1103755","0.0-263.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","862","1104260","0.0-263.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","863","1105653","0.0-263.0-2.0","1390.5999999940395","Confidence judgement (first response)","","","-1","-1","","","","right","97","50","97","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","864","1106303","0.0-263.0-5.0-0.0","648","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","865","1107105","0.0-263.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","866","1108370","0.0-263.0-6.0","1262.2000000029802","Confidence judgment (second response)","","","-1","-1","","","","right","97","50","97","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","867","1108371","0.0-264.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","1","106","300","252","48","right","97","false","1390.5999999940395","3","yes","left","right","97","true","false","1262.2000000029802","","","","","","","",""
"","fixation","html-keyboard-response","868","1109773","0.0-265.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","869","1110278","0.0-265.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","870","1111871","0.0-265.0-2.0","1591.1000000089407","Confidence judgement (first response)","","","-1","-1","","","","right","99.25","50","99.25","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","871","1112670","0.0-265.0-3.0-0.0","798","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","872","1113473","0.0-265.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","873","1114021","0.0-265.0-6.0","544.2000000029802","Confidence judgment (second response)","","","-1","-1","","","","right","99.25","50","99.25","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","874","1114022","0.0-266.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","2","107","300","252","48","right","99.25","false","1591.1000000089407","1","no","left","right","99.25","true","false","544.2000000029802","","","","","","","",""
"","fixation","html-keyboard-response","875","1115368","0.0-267.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","876","1115872","0.0-267.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","877","1117422","0.0-267.0-2.0","1546.5999999940395","Confidence judgement (first response)","","","-1","-1","","","","right","92.75","50","92.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","878","1118754","0.0-267.0-3.0-0.0","1331","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","879","1119557","0.0-267.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","880","1120739","0.0-267.0-6.0","1180.199999988079","Confidence judgment (second response)","","","-1","-1","","","","right","92.75","50","92.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","881","1120742","0.0-268.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","3","108","251","300","49","right","92.75","true","1546.5999999940395","1","no","left","right","92.75","false","true","1180.199999988079","","","","","","","",""
"","fixation","html-keyboard-response","882","1122054","0.0-269.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","883","1122559","0.0-269.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","884","1124504","0.0-269.0-2.0","1943.5","Confidence judgement (first response)","","","-1","-1","","","","right","67.75","50","67.75","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","885","1125321","0.0-269.0-4.0-0.0","815","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","886","1126124","0.0-269.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","887","1127389","0.0-269.0-6.0","1262","Confidence judgment (second response)","","","-1","-1","","","","right","55.25","50","55.25","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","888","1127391","0.0-270.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","4","109","300","251","49","right","67.75","false","1943.5","2","no","left","right","55.25","true","false","1262","","","","","","","",""
"","fixation","html-keyboard-response","889","1128743","0.0-271.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","890","1129248","0.0-271.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","891","1130506","0.0-271.0-2.0","1255.2000000029802","Confidence judgement (first response)","","","-1","-1","","","","right","95","50","95","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","892","1131404","0.0-271.0-3.0-0.0","897","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","893","1132207","0.0-271.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","894","1133239","0.0-271.0-6.0","1028.7999999970198","Confidence judgment (second response)","","","-1","-1","","","","right","95","50","95","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","895","1133241","0.0-272.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","5","110","251","300","49","right","95","true","1255.2000000029802","1","no","left","right","95","false","true","1028.7999999970198","","","","","","","",""
"","fixation","html-keyboard-response","896","1134480","0.0-273.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","897","1134985","0.0-273.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","898","1136472","0.0-273.0-2.0","1483.0999999940395","Confidence judgement (first response)","","","-1","-1","","","","left","82","82","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","899","1137138","0.0-273.0-4.0-0.0","665","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","900","1137830","0.0-273.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","901","1138412","0.0-273.0-6.0","579.6000000089407","Confidence judgment (second response)","","","-1","-1","","","","left","82","82","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","902","1138413","0.0-274.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","6","111","300","251","49","left","82","true","1483.0999999940395","2","no","left","left","82","true","true","579.6000000089407","","","","","","","",""
"","fixation","html-keyboard-response","903","1139874","0.0-275.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","904","1140379","0.0-275.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","905","1141579","0.0-275.0-2.0","1197.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","right","85.5","50","85.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","906","1142278","0.0-275.0-5.0-0.0","698","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","907","1143081","0.0-275.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","908","1143895","0.0-275.0-6.0","812.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","right","85.5","50","85.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","909","1143897","0.0-276.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","7","112","251","300","49","right","85.5","true","1197.9000000059605","3","no","left","right","85.5","false","true","812.4000000059605","","","","","","","",""
"","fixation","html-keyboard-response","910","1145322","0.0-277.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
